#,admin4Pcode,admin4Name_eng,admin4Name_ukr,admin4Na_1_rus,admin4ClassType,admin4PoliticalType,admin3Pcode,admin3Name_eng,admin3Name_ukr,admin3Name_rus,admin3PoliticalType,admin2Pcode,admin2Name_eng,admin2Name_ukr,admin2Name_rus,admin2ClassType,admin2PoliticalType,admin1Pcode,admin1Name_eng,admin1Name_ukr,admin1Name_rus,admin1ClassType,Population,Population_source,X Longitude,Y Latitude,IDP location Cluster,IDP estimation
2887,UA2106003001,Velykyi Bychkiv,Великий Бичків,Великий Бычков,селища міського типу (СМТ),центр селищної ОТГ,UA2106003,Velykobychkivska,Великобичківська,Великобычковская,селищна ОТГ,UA2106,Rakhivskyi,Рахівський,Раховский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,9380,Census 2001,24.01119554,47.97592267,1,9380
2960,UA2102005001,Velyki Berehy,Великі Береги,Великие Берега,сільські населені пункти (СНП),центр сільської ОТГ,UA2102005,Velykoberezka,Великоберезька,Великобережская,сільська ОТГ,UA2102,Berehivskyi,Берегівський,Береговский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,2545,Census 2001,22.74732179,48.23225764,1,2545
2973,UA2110019003,Velyki Heivtsi,Великі Геївці,Великие Геевцы,сільські населені пункти (СНП),,UA2110019,Siurtivska,Сюртівська,Сюртивская,сільська ОТГ,UA2110,Uzhhorodskyi,Ужгородський,Ужгородский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,1062,Census 2001,22.33266543,48.5097078,1,1062
2982,UA4606039005,Velyki Dolyny,Великі Долини,Великие Долины,сільські населені пункти (СНП),,UA4606039,Rava-Ruska,Рава-Руська,Рава-Русская,міська ОТГ,UA4606,Lvivskyi,Львівський,Львовский,район,,UA46,Lvivska,Львівська,Львовская,область,181,Census 2001,23.51274039,50.19702809,1,181
2991,UA2102011005,Velyki Komiaty,Великі Ком'яти,Великие Комяты,сільські населені пункти (СНП),,UA2102011,Vynohradivska,Виноградівська,Виноградовская,міська ОТГ,UA2102,Berehivskyi,Берегівський,Береговский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,6772,Census 2001,22.97457613,48.23633459,1,6772
2999,UA2110001003,Velyki Lazy,Великі Лази,Великие Лазы,сільські населені пункти (СНП),,UA2110001,Baranynska,Баранинська,Баранинская,сільська ОТГ,UA2110,Uzhhorodskyi,Ужгородський,Ужгородский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,1426,Census 2001,22.38844924,48.55978285,1,1426
3005,UA4614011009,Velyki Makary,Великі Макари,Великие Макары,сільські населені пункти (СНП),,UA4614011,Yavorivska,Яворівська,Яворовская,міська ОТГ,UA4614,Yavorivskyi,Яворівський,Яворовский,район,,UA46,Lvivska,Львівська,Львовская,область,206,Census 2001,23.3970794,50.15041833,1,206
3015,UA4614009008,Velyki Novosilky,Великі Новосілки,Великие Новоселки,сільські населені пункти (СНП),,UA4614009,Shehynivska,Шегинівська,Шегиновская,сільська ОТГ,UA4614,Yavorivskyi,Яворівський,Яворовский,район,,UA46,Lvivska,Львівська,Львовская,область,256,Census 2001,22.97631889,49.75542379,1,256
3060,UA4608015006,Velykosillia,Великосілля,Великоселье,сільські населені пункти (СНП),,UA4608015,Starosambirska,Старосамбірська,Старосамборская,міська ОТГ,UA4608,Sambirskyi,Самбірський,Самборский,район,,UA46,Lvivska,Львівська,Львовская,область,331,Census 2001,22.83096214,49.39521492,1,331
3072,UA5114013014,Velizarove,Велізарове,Велизарово,сільські населені пункти (СНП),,UA5114013,Rozdilnianska,Роздільнянська,Раздельнянская,міська ОТГ,UA5114,Rozdilnianskyi,Роздільнянський,Раздельнянский,район,,UA51,Odeska,Одеська,Одесская,область,176,Census 2001,30.073698,46.88128311,1,176
3077,UA0508003001,Vendychany,Вендичани,Вендичаны,селища міського типу (СМТ),центр селищної ОТГ,UA0508003,Vendychanska,Вендичанська,Вендичанская,селищна ОТГ,UA0508,Mohyliv-Podilskyi,Могилів-Подільський,Могилев-Подольский,район,,UA05,Vinnytska,Вінницька,Винницкая,область,3970,Census 2001,27.7949169,48.60956074,1,3970
3107,UA0706033004,Verbivka,Вербівка,Вербовка,сільські населені пункти (СНП),,UA0706033,Rivnenska,Рівненська,Ровенская,сільська ОТГ,UA0706,Kovelskyi,Ковельський,Ковельский,район,,UA07,Volynska,Волинська,Волынская,область,88,Census 2001,23.7479293,51.34387028,1,88
3146,UA4614011010,Verbliany,Вербляни,Вербляны,сільські населені пункти (СНП),,UA4614011,Yavorivska,Яворівська,Яворовская,міська ОТГ,UA4614,Yavorivskyi,Яворівський,Яворовский,район,,UA46,Lvivska,Львівська,Львовская,область,615,Census 2001,23.42152389,50.04651111,1,615
3156,UA2102009002,Verbove,Вербове,Вербовое,сільські населені пункти (СНП),,UA2102009,Vylotska,Вилоцька,Вилокская,селищна ОТГ,UA2102,Berehivskyi,Берегівський,Береговский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,22,Census 2001,22.91275056,48.11933039,1,22
3161,UA4612001004,Verbove,Вербове,Вербовое,сільські населені пункти (СНП),,UA4612001,Belzka,Белзька,Белзская,міська ОТГ,UA4612,Chervonohradskyi,Червоноградський,Червоноградский,район,,UA46,Lvivska,Львівська,Львовская,область,149,Census 2001,24.08036845,50.44236231,1,149
3170,UA2102009003,Verbovets,Вербовець,Вербовец,сільські населені пункти (СНП),,UA2102009,Vylotska,Вилоцька,Вилокская,селищна ОТГ,UA2102,Berehivskyi,Берегівський,Береговский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,1206,Census 2001,22.90373816,48.16905151,1,1206
3240,UA2106003003,Verkhnie Vodiane,Верхнє Водяне,Верхнее Водяное,сільські населені пункти (СНП),,UA2106003,Velykobychkivska,Великобичківська,Великобычковская,селищна ОТГ,UA2106,Rakhivskyi,Рахівський,Раховский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,5219,Census 2001,23.9863192,48.00753206,1,5219
3248,UA2102005003,Verkhni Remety,Верхні Ремети,Верхние Реметы,сільські населені пункти (СНП),,UA2102005,Velykoberezka,Великоберезька,Великобережская,сільська ОТГ,UA2102,Berehivskyi,Берегівський,Береговский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,489,Census 2001,22.85957559,48.26758849,1,489
3250,UA7306055003,Verkhni Synivtsi,Верхні Синівці,Верхние Синевцы,сільські населені пункти (СНП),,UA7306055,Tereblechenska,Тереблеченська,Тереблеченская,сільська ОТГ,UA7306,Cnernivetskyi,Чернівецький,Черновицкий,район,,UA73,Chernivetska,Чернівецька,Черновицкая,область,475,Census 2001,26.11345325,48.0154786,1,475
3254,UA0702019005,Verkhniv,Верхнів,Верхнов,сільські населені пункти (СНП),,UA0702019,Poromivska,Поромівська,Поромовская,сільська ОТГ,UA0702,Volodymyr-Volynskyi,Володимир-Волинський,Владимир-Волынский,район,,UA07,Volynska,Волинська,Волынская,область,326,Census 2001,24.1628457,50.76180447,1,326
3326,UA2110015004,Verkhnia Solotvyna,Верхня Солотвина,Верхняя Солотвина,сільські населені пункти (СНП),,UA2110015,Serednianska,Середнянська,Среднянская,селищна ОТГ,UA2110,Uzhhorodskyi,Ужгородський,Ужгородский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,308,Census 2001,22.4493227,48.60713387,1,308
3426,UA5104023002,Vesele,Веселе,Веселое,сільські населені пункти (СНП),,UA5104023,Starokozatska,Старокозацька,Староказацкая,сільська ОТГ,UA5104,Bilhorod-Dnistrovskyi,Білгород-Дністровський,Белгород-Днестровский,район,,UA51,Odeska,Одеська,Одесская,область,171,Census 2001,30.1067366,46.31750305,1,171
3608,UA2102009001,Vylok,Вилок,Вилок,селища міського типу (СМТ),центр селищної ОТГ,UA2102009,Vylotska,Вилоцька,Вилокская,селищна ОТГ,UA2102,Berehivskyi,Берегівський,Береговский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,3324,Census 2001,22.84192072,48.11106677,1,3324
